2020-06-16,80,94,27,37
2020-06-17,84,95,33,41
2020-06-18,85,96,35,43
2020-06-19,84,95,41,44
2020-06-22,85,95,42,45
2020-06-23,85,95,44,49
2020-06-24,72,94,41,43
2020-06-25,72,94,43,45
2020-06-26,57,93,37,40
2020-06-29,62,94,44,45
2020-06-30,61,93,45,44
2020-07-01,62,93,49,47
2020-07-02,61,91,47,47
2020-07-03,65,93,52,49
2020-07-06,79,95,59,52
2020-07-07,74,94,58,52
2020-07-08,80,94,62,53
2020-07-09,79,93,63,54
2020-07-10,74,94,64,52
2020-07-13,67,90,61,50
2020-07-14,69,89,61,50
2020-07-15,70,93,67,53
2020-07-16,65,92,65,53
2020-07-17,74,93,71,56
2020-07-20,78,93,74,56
2020-07-21,75,90,72,54
2020-07-22,70,88,71,54
2020-07-23,52,89,67,51
2020-07-24,51,87,68,52
2020-07-27,52,88,68,52
2020-07-28,52,86,69,52
2020-07-29,51,89,73,53
2020-07-30,54,86,72,56
2020-07-31,43,81,69,55
2020-08-03,39,76,70,53
2020-08-04,31,70,65,51
2020-08-05,34,75,69,53
2020-08-06,46,77,76,54
2020-08-07,42,76,77,53
2020-08-10,41,74,74,51
2020-08-11,39,74,79,51
2020-08-12,35,65,76,48
2020-08-13,27,54,69,46
2020-08-14,30,57,74,48
2020-08-17,21,42,65,43
2020-08-18,28,52,75,46
2020-08-19,28,46,74,45
2020-08-20,35,46,77,47
2020-08-21,44,51,81,48
2020-08-24,48,53,80,48
2020-08-25,53,55,80,49
2020-08-26,38,48,77,45
2020-08-27,36,42,76,45
2020-08-28,44,47,77,47
2020-08-31,37,39,74,44
2020-09-01,48,48,77,46
2020-09-02,51,47,81,50
2020-09-03,41,43,77,47
2020-09-04,46,44,77,46
2020-09-08,42,41,80,44
2020-09-09,43,44,76,45
2020-09-10,35,37,72,42
2020-09-11,24,31,66,40
2020-09-14,41,39,73,43
2020-09-15,36,38,69,42
2020-09-16,35,37,70,42
2020-09-17,34,36,66,42
2020-09-18,26,30,62,40
2020-09-21,16,26,54,38
2020-09-22,19,28,54,37
2020-09-23,18,24,50,35
2020-09-24,18,24,51,37
2020-09-25,19,25,52,36
2020-09-28,15,22,43,34
